rank,name,role,goals,pens,assist,minutes,matches
32,Gerry HITCHENS,FW,1,0,0,180,2
33,Bruno MORA,FW,1,0,0,180,2
34,Joaquin PEIRO,FW,1,0,0,180,2
35,Heinz SCHNEITER,DF,1,0,0,270,3
36,Josef STIBRANYI,MF,1,0,0,270,3
37,Rolf WUETHRICH,MF,1,0,0,270,3
38,Hector HERNANDEZ,FW,1,1,0,270,3
39,Josef KADRABA,FW,1,0,0,270,3
40,Marino KLINGER,FW,1,0,0,270,3
41,Alfredo DEL AGUILA,FW,1,0,0,270,3
42,Isidoro DIAZ,FW,1,0,0,270,3
43,Marcos COLL,MF,1,0,0,270,3
44,German ACEROS,FW,1,0,0,270,3
45,Albert BRUELLS,MF,1,0,0,360,4
46,Bobby CHARLTON,FW,1,0,0,360,4
47,Erno SOLYMOSI,DF,1,0,0,360,4
48,Horst SZYMANIAK,MF,1,1,0,360,4
49,Jimmy GREAVES,FW,1,0,0,360,4
50,Josip SKOBLAR,FW,1,1,0,450,5
51,Petar RADAKOVIC,MF,1,0,0,450,5
52,Mario ZAGALLO,FW,1,0,0,540,6
53,ZITO,MF,1,0,0,540,6
54,Josef MASOPUST,MF,1,0,0,540,6
1,Just FONTAINE,FW,13,0,0,540,6
2,PELÉ (Edson Arantes do Nascimento),FW,6,0,0,360,4
3,Helmut RAHN,FW,6,0,0,540,6
4,VAVA,FW,5,0,0,360,4
5,Peter McPARLAND,FW,5,0,0,480,5
6,Zdenek ZIKAN,FW,4,0,0,300,3
7,Lajos TICHY,FW,4,0,0,360,4
8,Agne SIMONSSON,FW,4,0,0,450,5
9,Kurt HAMRIN,FW,4,0,0,450,5
10,Oreste Omar CORBATTA,FW,3,2,0,270,3
11,Toza VESELINOVIC,FW,3,0,0,360,4
12,Roger PIANTONI,FW,3,0,0,450,5
13,Raymond KOPA,FW,3,1,0,540,6
14,Hans SCHAEFER,FW,3,0,0,540,6
15,Jorge ROMERO,FW,2,0,0,270,3
16,Jose ALTAFINI,FW,2,0,0,270,3
17,Juan AGUERO,FW,2,0,0,270,3
18,Florencio AMARILLA,FW,2,1,0,270,3
19,Jose PARODI,FW,2,0,0,270,3
20,Vaclav HOVORKA,FW,2,0,0,270,3
21,Derek KEVAN,FW,2,0,0,360,4
22,Aleksandar PETAKOVIC,FW,2,0,0,360,4
23,Milan DVORAK,FW,2,1,0,390,4
24,Uwe SEELER,FW,2,0,0,450,5
25,Ivor ALLCHURCH,FW,2,0,0,450,5
26,Nils LIEDHOLM,MF,2,1,0,450,5
27,Anatoli ILYIN,FW,2,0,0,450,5
28,Maryan WISNIESKI,FW,2,0,0,540,6
30,Sammy BAIRD,MF,1,0,0,90,1
31,Yvon DOUIS,FW,1,0,0,90,1
32,Tom FINNEY,FW,1,1,0,90,1
33,Radivoje OGNJANOVIC,FW,1,0,0,180,2
34,Jaime BELMONTE,FW,1,0,0,180,2
35,Jozsef BENCSIS,FW,1,0,0,180,2
36,Ludovico AVIO,FW,1,0,0,180,2
37,Hans CIESCLARCZYK,FW,1,0,0,180,2
38,Jimmy MURRAY,FW,1,0,0,180,2
39,Cayetano RE,FW,1,0,0,270,3
40,Jackie MUDIE,FW,1,0,0,270,3
41,Karoly SANDOR,FW,1,0,0,270,3
42,Bobby COLLINS,FW,1,0,0,270,3
43,Jozsef BOZSIK,MF,1,0,0,270,3
44,Norberto MENENDEZ,FW,1,0,0,270,3
45,Alfred KOERNER,FW,1,0,0,270,3
46,Karl KOLLER,MF,1,0,0,270,3
47,Jiri FEUREISL,FW,1,0,0,300,3
48,John HAYNES,FW,1,0,0,360,4
49,Aleksandr IVANOV,FW,1,0,0,360,4
50,Terry MEDWIN,FW,1,0,0,360,4
51,John CHARLES,FW,1,0,0,360,4
52,Zdravko RAJKOV,FW,1,0,0,360,4
53,Gunnar GREN,MF,1,0,0,450,5
54,Valentin IVANOV,FW,1,0,0,450,5
55,Wilbur CUSH,FW,1,0,0,480,5
56,NILTON SANTOS,DF,1,0,0,540,6
57,Lennart SKOGLUND,FW,1,0,0,540,6
58,Jean VINCENT,FW,1,0,0,540,6
59,DIDI,MF,1,0,0,540,6
60,Mario ZAGALLO,FW,1,0,0,540,6
1,Sandor KOCSIS,FW,11,0,0,480,5
2,Sepp HUEGI,FW,6,0,0,270,3
3,Erich PROBST,FW,6,0,0,450,5
4,Max MORLOCK,FW,6,0,0,450,5
5,Ferenc PUSKAS,FW,4,0,0,270,3
6,Robert BALLAMAN,FW,4,0,0,360,4
7,Helmut RAHN,FW,4,0,0,360,4
8,Nandor HIDEGKUTI,FW,4,0,0,390,4
9,Hans SCHAEFER,FW,4,0,0,450,5
10,Ottmar WALTER,FW,4,0,0,450,5
11,Carlos BORGES,FW,4,0,0,480,5
12,Buhran SARGUN,FW,3,0,0,180,2
13,Suat MAMAT,FW,3,0,0,180,2
14,Leopold ANOUL,FW,3,0,0,210,2
15,Juan HOHBERG,FW,3,0,0,210,2
16,Nat LOFTHOUSE,FW,3,0,0,210,2
17,Oscar MIGUEZ,FW,3,0,0,270,3
18,Ernst STOJASPAL,FW,3,1,0,360,4
19,Theodor WAGNER,FW,3,0,0,360,4
20,Zoltan CZIBOR,FW,3,0,0,480,5
21,Fritz WALTER,MF,3,2,0,540,6
22,Peter PALOTAS,FW,2,0,0,210,2
23,PINGA,FW,2,0,0,210,2
24,Lefter KUCUKANDONYADIS,FW,2,0,0,270,3
25,Ivor BROADIS,FW,2,0,0,300,3
26,JULINHO,FW,2,0,0,300,3
27,DIDI,MF,2,0,0,300,3
28,Julio ABBADIE,FW,2,0,0,360,4
29,Alfred KOERNER,FW,2,0,0,360,4
30,Ernst OCWIRK,MF,2,0,0,450,5
31,Mihaly LANTOS,DF,2,1,0,480,5
32,Juan SCHIAFFINO,FW,2,0,0,480,5
34,Giampiero BONIPERTI,FW,1,0,0,90,1
35,Richard HERRMANN,FW,1,0,0,90,1
36,Alfred PFAFF,FW,1,0,0,90,1
37,Jimmy MULLEN,FW,1,0,0,90,1
38,Berni KLODT,FW,1,0,0,180,2
39,Jose LAMADRID,FW,1,0,0,180,2
40,Amleto FRIGNANI,FW,1,0,0,180,2
41,Tomas BALCAZAR,FW,1,0,0,180,2
42,Carlo GALLI,FW,1,0,0,180,2
43,Jean VINCENT,FW,1,0,0,180,2
44,Dennis WILSHAW,FW,1,0,0,180,2
45,Raymond KOPA,FW,1,1,0,180,2
46,Jozsef TOTH,FW,1,0,0,180,2
47,BALTAZAR,FW,1,0,0,210,2
48,Rik COPPENS,FW,1,0,0,210,2
49,Erol KESKIN,FW,1,0,0,270,3
50,Obdulio VARELA,MF,1,0,0,270,3
51,Fulvio NESTI,MF,1,0,0,270,3
52,Egisto PANDOLFINI,FW,1,1,0,270,3
53,Benito LORENZI,FW,1,0,0,270,3
54,Milos MILUTINOVIC,FW,1,0,0,300,3
55,DJALMA SANTOS,DF,1,1,0,300,3
56,Branko ZEBEC,MF,1,0,0,300,3
57,Tom FINNEY,FW,1,0,0,300,3
58,Jackie FATTON,FW,1,0,0,360,4
59,Javier AMBROIS,FW,1,0,0,390,4
1,ADEMIR,FW,8,0,0,540,6
2,Oscar MIGUEZ,FW,5,0,0,360,4
3,CHICO,FW,4,0,0,360,4
4,Alcides GHIGGIA,FW,4,0,0,360,4
5,ZARRA,FW,4,0,0,540,6
6,Estanislao BASORA,FW,4,0,0,540,6
7,Juan SCHIAFFINO,FW,3,0,0,360,4
8,Karl-Erik PALMER,FW,3,0,0,450,5
9,Stig SUNDQVIST,FW,3,0,0,450,5
10,BALTAZAR,FW,2,0,0,180,2
11,Riccardo CARAPELLESE,FW,2,0,0,180,2
12,Zeljko CAJKOVSKI,FW,2,0,0,270,3
13,Atilio CREMASCHI,FW,2,0,0,270,3
14,Jackie FATTON,FW,2,0,0,270,3
15,Kosta TOMASEVIC,FW,2,0,0,270,3
16,ZIZINHO,MF,2,0,0,360,4
17,Hans JEPPSSON,FW,2,0,0,360,4
18,Silvestre IGOA,FW,2,0,0,450,5
19,Sune ANDERSSON,DF,2,1,0,450,5
20,JAIR,FW,2,0,0,450,5
21,ALFREDO II,FW,1,0,0,90,1
22,Egisto PANDOLFINI,FW,1,0,0,90,1
23,Tihomir OGNJANOV,FW,1,0,0,90,1
24,Fernando RIERA,FW,1,0,0,90,1
25,Wilf MANNION,FW,1,0,0,180,2
26,Bror MELLBERG,FW,1,0,0,180,2
27,Andres PRIETO,FW,1,0,0,180,2
28,Atilio LOPEZ,FW,1,0,0,180,2
29,Cesar LOPEZ FRETES,FW,1,0,0,180,2
30,Ermes MUCCINELLI,FW,1,0,0,180,2
31,Kiki ANTENEN,FW,1,0,0,180,2
32,Horacio CASARIN,FW,1,0,0,270,3
33,Stjepan BOBEK,FW,1,0,0,270,3
34,Frank WALLACE,FW,1,0,0,270,3
35,Rajko MITIC,FW,1,0,0,270,3
36,Stan MORTENSEN,FW,1,0,0,270,3
37,Joe MACA,DF,1,1,0,270,3
38,Gino PARIANI,FW,1,0,0,270,3
39,Hector ORTIZ,MF,1,1,0,270,3
40,Jorge ROBLEDO,FW,1,0,0,270,3
41,Ernesto VIDAL,FW,1,0,0,270,3
42,Rene BADER,FW,1,0,0,270,3
43,Joe GAETJENS,FW,1,0,0,270,3
44,FRIACA,FW,1,0,0,360,4
45,Obdulio VARELA,MF,1,0,0,360,4
46,Julio PEREZ,FW,1,0,0,360,4
47,MANECA,FW,1,0,0,360,4
1,LEONIDAS,FW,7,0,0,420,4
2,Gyorgy SAROSI,FW,5,0,0,360,4
3,Gyula ZSENGELLER,FW,5,0,0,360,4
4,Silvio PIOLA,FW,5,0,0,390,4
5,Ernest WILIMOWSKI,FW,4,0,0,120,1
6,Gino COLAUSSI,FW,4,0,0,270,3
7,Gustav WETTERSTROM,FW,3,0,0,180,2
8,Harry ANDERSSON,FW,3,0,0,270,3
9,Arne NYBERG,FW,3,0,0,270,3
10,Hector SOCORRO,FW,3,0,0,300,3
11,Andre ABEGGLEN,FW,3,0,0,300,3
12,ROMEU,FW,3,0,0,420,4
13,PERACIO,FW,3,0,0,420,4
14,Jean NICOLAS,FW,2,0,0,180,2
15,Pal TITKOS,FW,2,0,0,180,2
16,Stefan DOBAY,FW,2,0,0,210,2
17,Oldrich NEJEDLY,FW,2,1,0,240,2
18,Henri ISEMBORGHS,FW,1,0,0,90,1
19,Josef GAUCHEL,FW,1,0,0,120,1
20,Pietro FERRARIS,FW,1,0,0,120,1
21,Silviu BINDEA,FW,1,0,0,120,1
22,Arne BRUSTAD,FW,1,0,0,120,1
23,Josef ZEMAN,FW,1,0,0,120,1
24,Fryedryk SZERFKE,FW,1,1,0,120,1
25,Geza TOLDI,FW,1,0,0,180,2
26,Emile VEINANTE,MF,1,0,0,180,2
27,Oscar HEISSERER,MF,1,0,0,180,2
28,Tore KELLER,FW,1,0,0,180,2
29,Vilmos KOHUT,FW,1,0,0,180,2
30,ROBERTO,FW,1,0,0,180,2
31,Iuliu BARATKY,FW,1,0,0,210,2
32,Willhelm HAHNEMANN,fifa.fieldPos_0,1,0,0,210,2
33,Jose MAGRINA,FW,1,0,0,210,2
34,Sven JONASSON,FW,1,0,0,270,3
35,Tomas FERNANDEZ,MF,1,0,0,300,3
36,Fredy BICKEL,FW,1,0,0,300,3
37,Eugen WALASCHEK,FW,1,0,0,300,3
38,Vlastimil KOPECKY,MF,1,0,0,330,3
39,Josef KOSTALEK,MF,1,0,0,330,3
40,Giuseppe MEAZZA,FW,1,1,0,390,4
1,Oldrich NEJEDLY,FW,5,0,0,390,4
2,Edmund CONEN,FW,4,0,0,360,4
3,Angelo SCHIAVIO,FW,4,0,0,420,4
4,Leopold KIELHOLZ,FW,3,0,0,180,2
5,Raimundo ORSI,FW,3,0,0,510,5
6,Bernard VOORHOOF,FW,2,0,0,90,1
7,Abdel Rahman FAWZI,FW,2,0,0,90,1
8,Karl HOHMANN,FW,2,0,0,180,2
9,Johann HORVATH,FW,2,0,0,180,2
10,Sven JONASSON,FW,2,0,0,180,2
11,Geza TOLDI,FW,2,0,0,180,2
12,IRARAGORRI,MF,2,1,0,210,2
13,Ernest LEHNER,FW,2,0,0,360,4
14,Antonin PUC,FW,2,0,0,390,4
15,Giovanni FERRARI,MF,2,0,0,420,4
16,Giuseppe MEAZZA,MF,2,0,0,510,5
17,LEONIDAS,FW,1,0,0,90,1
18,Leen VENTE,FW,1,0,0,90,1
19,Jeno VINCZE,FW,1,0,0,90,1
20,Willy JAEGGI,FW,1,0,0,90,1
21,Pal TELEKI,FW,1,0,0,90,1
22,Kick SMIT,FW,1,0,0,90,1
23,Rudolf NOACK,FW,1,0,0,90,1
24,Alberto GALATEO,FW,1,0,0,90,1
25,Stefan DOBAY,FW,1,0,0,90,1
26,Aldo DONELLI,FW,1,0,0,90,1
27,Gyorgy SAROSI,FW,1,1,0,90,1
28,Ernesto BELIS,DF,1,0,0,90,1
29,Jean NICOLAS,FW,1,0,0,120,1
30,Georges VERRIEST,MF,1,1,0,120,1
31,Andre ABEGGLEN,FW,1,0,0,180,2
32,Knut KROON,FW,1,0,0,180,2
33,Gosta DUNKER,FW,1,0,0,180,2
34,Toni SCHALL,FW,1,0,0,210,2
35,Isidro LANGARA,FW,1,0,0,210,2
36,LUIS REGUEIRO,FW,1,0,0,210,2
37,Stanislaus KOBIERSKI,FW,1,0,0,270,3
38,Frantisek SVOBODA,FW,1,0,0,300,3
39,Matthias SINDELAR,FW,1,0,0,300,3
40,Otto SIFFLING,FW,1,0,0,360,4
41,Jiri SOBOTKA,FW,1,0,0,390,4
42,Karl SESTA,DF,1,0,0,390,4
43,Karl ZISCHEK,FW,1,0,0,390,4
44,Josef BICAN,FW,1,0,0,390,4
45,Enrique GUAITA,FW,1,0,0,420,4
1,Guillermo STABILE,FW,8,0,0,360,4
2,Pedro CEA,FW,5,0,0,360,4
3,Bert PATENAUDE,FW,4,0,0,270,3
4,Juan ANSELMO,FW,3,0,0,180,2
5,PREGUINHO,FW,3,0,0,180,2
6,Ivica BEK,FW,3,0,0,270,3
7,Carlos PEUCELLE,FW,3,0,0,360,4
8,Adolfo ZUMELZU,DF,2,0,0,90,1
9,MODERATO,FW,2,0,0,90,1
10,Hector CASTRO,FW,2,0,0,180,2
11,Andre MASCHINOT,FW,2,0,0,180,2
12,Manuel ROSAS,DF,2,1,0,270,3
13,Pablo DORADO,FW,2,0,0,270,3
14,Djordje VUJADINOVIC,FW,2,0,0,270,3
15,Guillermo SUBIABRE,FW,2,0,0,270,3
16,Carlos VIDAL,FW,2,0,0,270,3
17,Luis MONTI,MF,2,0,0,360,4
18,Victoriano IRIARTE,FW,2,0,0,360,4
19,Alejandro SCOPELLI,FW,1,0,0,90,1
20,Constantin STANCIU,FW,1,0,0,90,1
21,Luis SOUZA,FW,1,0,0,180,2
22,Luis VARGAS PENA,FW,1,0,0,180,2
23,Nicolae KOVACS,FW,1,0,0,180,2
24,Roberto GAYON,FW,1,0,0,180,2
25,Adalbert DESU,FW,1,0,0,180,2
26,Lucien LAURENT,FW,1,0,0,180,2
27,Jim BROWN,FW,1,0,0,270,3
28,Juan CARRENO,FW,1,0,0,270,3
29,Tom FLORIE,FW,1,0,0,270,3
30,Marcel LANGILLER,FW,1,0,0,270,3
31,Blagoje MARJANOVIC,FW,1,0,0,270,3
32,Bart McGHEE,FW,1,0,0,270,3
33,Hector SCARONE,FW,1,0,0,270,3
34,Aleksandar TIRNANIC,FW,1,0,0,270,3
35,Mario EVARISTO,FW,1,0,0,360,4
36,Francisco VARALLO,FW,1,0,0,360,4
